var,qid_candidates,matched_question,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,confidence,source,note,compare_status,mismatch_reason,question_excerpt
vF2m2,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m3,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m4,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m5,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m6,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m7,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m8,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m9,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m10,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF2m11,F2,F2,"0,1",96,,,"0,1",96,,,high,multiple-response binary variable,from 複選題變項清單,match,,"F2 請問下列哪三項政策最可能提高您或育齡範圍親友的生育意願?(可複選,至多選三項) (1) 提高一次性生育補助(目前公告政策) (2) 提高5歲以下每月育兒津貼及托育補助(目前公告政策) (3) 提供5歲以上至18歲的長期育兒津貼與教育補助(目前公告政策) (4) 擴大公共托育與準公共托育名額 (5) 提高育嬰留職停薪津貼或延長請領期間(目前公告政策) (6) 擴大扶養子女家庭的賦稅減免與抵扣額(目前公告政策) (7) 改善職場友善措施,例如彈性工時、遠距工作、照顧(目前公告政策) (8) 完善兒少保護與托育監管"
vF3,F3,,"1,3",,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vF4,F4,F4,"1,3",,,,"1,3",,,,medium,option-code span,,match,,"F4 目前由中央與地方政府提供之5歲以下每月育兒津貼與托育補助,合計約在6,000元至2萬元之間(視托育方式、胎次及各縣市而定)。在考量政府財政資源有限,且提高每月補助可能排擠其它育兒支持政策的情況下,您認為5歲以下,每月育兒津貼及托育補助,每月補助金額至少應提高至多少,方能有生育誘因? (1) 2萬(含)~3萬元:約可支應「準公共托嬰/保母」之費用。 (2) 3萬(含)~4萬元:約等同「最低工資」至「經常性薪資中位數」,以補償因親自照護而產生的薪資損失。 (3) 以上金額均不足以構成生育誘因"
vF5,F5,F5,"1,4",,,,"1,4",,,,medium,option-code span,,match,,"F5 目前育兒津貼與托育補助多集中於6歲學齡前階段。在考量政府財政資源有限,且提高每月補助可能排擠其它育兒支持政策的情況下,若將補助延長至18歲,每月固定補助多少金額,方能有生育誘因? (1) 每月約5,000元(目前公告政策) (2) 每月約8,000元 (3) 每月約10,000元 (4) 以上金額均不足以構成生育誘因"
vF6,F6,F6,"1,4",,,,"1,4",,,,medium,option-code span,,match,,"F6 目前育嬰留職停薪津貼為投保薪資的80%,每一子女合計最長領6個月,下列哪項津貼的措施,最能有生育誘因? (1) 延長育嬰留職停薪津貼請領期限,現行6個月延長至1年 (2) 調升津貼至投保薪資的100% (3) 12歲以下子女的員工每日縮短工時1小時,政府補助雇主部分薪資成本 (4) 以上措施均不足以構成生育誘因"
vF7,F7,F7,"1,5",,,,"1,5",,,,medium,option-code span,,match,,"F7 針對現行托育環境,您認為下列哪項政策的落實最能建立您的託付信心? (1) 降低托育師生比 (2) 提高托育人員薪資待遇 (3) 強化政府對於托育人員及機構的監管效能 (4) 托育人員(含居家保母)的監管及懲處制度的落實 (5) 以上措施均不足以建立託付信心 7. 基本資料"
vG1,G1,G1,"21,95",,,,"21,95",,,,high,explicit range tag,,match,,G1 請問您是民國幾年出生?民國______年【範圍設定21-95】
vG2,G2,G2,"1,6",,,,"1,6",,,,medium,option-code span,,match,,G2 請問您的最高學歷是什麼?(含肄業及就學中) (1)國小以下 (2)國(初)中 (3)高中職 (4)專科 (5)大學 (6)碩博士
vG3,G3,G3,"1,5",,,,"1,5",,,,medium,option-code span,,match,,G3 請問您個人(或同住家人的家庭)每月經常性收入大約是在以下哪個範圍?(說明:經常性收入包含薪資、房租、捐贈等其它收入) (1) 少於3萬 (2) 3萬(含)~6萬 (3) 6萬(含)~10萬 (4) 10萬(含)~15萬 (5) 15萬(含)以上
vG4,G4,G4,"0,999999",,,,,,,,manual,no explicit range or option span,,manual,no automatic proposal,G4 請問與您同住的家人有幾位? 有___位同住家人(若自己住請填0)
vG5,G5,G5,"1,2",,,,"1,2",,,,medium,option-code span,,match,,G5 您的性別 (1)男 (2)女
vG6,G6,G6,"1,5",,,,"1,5",,,,medium,option-code span,,match,,G6 請問您目前的婚姻狀態? (1)從未結婚 (2)已婚 (3)離婚 (4)分居 (5)喪偶
vG7,G7,G7,"0,999999",,,,,,,,manual,no explicit range or option span,,manual,no automatic proposal,G7 請問您有幾位小孩? 有____位小孩(若無請填0)
vX1,X1,X1,"1,2",,,,"1,2",,,,medium,option-code span,,match,,"X1 請問您是否有小型車駕照?(說明:小型車指自用、營業或租賃小客車、小貨車及小客貨兩用車) (1)有 (2)沒有 END 非常感謝您的填答! 以下提供統一超商(7-11) 50元現金折價券PIN碼及抽獎號碼,請自行記下或截圖保存: ⬛PIN碼:${A:PIN}(兌換期限至115年7月15日) ⬛抽獎號碼:${A:N}(將於7月上旬進行抽獎並提供統一超商現金折價券PIN碼給中獎者) ******************************************** 如何使用折價券? 使用規則: 1.折價"
vEND3,END3,,"20260609000000,20260629000000",,,,"20260609000000,20260629000000",,,,high,existing date range,from existing Excel date range,match,,
