var,qid,qvar,option_value,is_multi,confidence,source,status,mismatch_reason,note,matched_existing_var,question_excerpt
vQ52o04,Q52,vQ52,04,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"Q52請問,您偏向【貼題Q51】這個政黨的程度是很強,普通,還是有一點?【Q51答(01) ~ (88),需答此題】□(01) 很強□(94) 看情形□(02) 普通□(95) 無意見□(03) 有一點□(97) 不知道□(98) 拒答Q53國內對於台灣前途(統獨)問題有很多爭論,有人認為未來「台灣獨立」比較好;也有些人認為未來「兩岸統一」比較好;也有人認為「兩岸維持現狀」(也就是不統不獨)比較好。請問您比較偏向哪一種?(卡62)□(01)儘快統一□(02)儘快宣佈獨立□(03)維持現狀,以後走向統一□(04)維持現狀,以後走向獨立□(05)維持現狀,看情形再決定獨立或統一□(06)永遠維持現狀□(88)其他,請說明_____□(93)很難說□(95)無意見□(97)不知道□(98)拒答【譚躍委員】P3_1‧如"
vQ52o02,Q52,vQ52,02,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"Q52請問,您偏向【貼題Q51】這個政黨的程度是很強,普通,還是有一點?【Q51答(01) ~ (88),需答此題】□(01) 很強□(94) 看情形□(02) 普通□(95) 無意見□(03) 有一點□(97) 不知道□(98) 拒答Q53國內對於台灣前途(統獨)問題有很多爭論,有人認為未來「台灣獨立」比較好;也有些人認為未來「兩岸統一」比較好;也有人認為「兩岸維持現狀」(也就是不統不獨)比較好。請問您比較偏向哪一種?(卡62)□(01)儘快統一□(02)儘快宣佈獨立□(03)維持現狀,以後走向統一□(04)維持現狀,以後走向獨立□(05)維持現狀,看情形再決定獨立或統一□(06)永遠維持現狀□(88)其他,請說明_____□(93)很難說□(95)無意見□(97)不知道□(98)拒答【譚躍委員】P3_1‧如"
vZB1o01,ZB1,vZB1,01,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB1 有沒有其他人陪同您進行訪問?(可多選)(01) 有,有其他訪員陪同,請說明訪員編號:_________________(02) 有,有其他陪同人員,請說明陪同者的身份:_________________(03) 沒有"
vZB1o02,ZB1,vZB1,02,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB1 有沒有其他人陪同您進行訪問?(可多選)(01) 有,有其他訪員陪同,請說明訪員編號:_________________(02) 有,有其他陪同人員,請說明陪同者的身份:_________________(03) 沒有"
vZB2o06,ZB2,vZB2,06,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB2 從您接觸到這位受訪者開始,他還沒答應受訪以前,您花了多少力氣,才讓他接受訪問?(01) 說明訪問開場白後就答應(訪問開場白包含執行單位、主題及自我介紹)(02) 需要再清楚說明訪問內容與目的等相關資訊(03) 除了上述說明外,還需再三拜託懇請他幫忙ZB3這份問卷是在哪些地方進行訪問的?(可多選)(01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________"
vZB4o06,ZB4,vZB4,06,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZB4o03,ZB4,vZB4,03,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZB4o04,ZB4,vZB4,04,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZB4o11,ZB4,vZB4,11,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZB4o01,ZB4,vZB4,01,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZB4o05,ZB4,vZB4,05,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZB4o02,ZB4,vZB4,02,0,high,option text requires explanation,extra_proposed,Word suggests an open field not listed in Excel,,,"ZB4 最後一次訪問受訪者(完訪)是在哪裡進行的? (01)受訪者家裡(02)受訪者家門口(03)受訪者居住的大樓/社區的公共場所(含警衛室、一樓大廳等)(04)受訪者工作地點(05)商店(超商、咖啡店、速食店等)(06)其他地方,請說明:__________________ZB5_1訪問過程中,應一問一答的部分您有沒有唸出題目?(01)有:一問一答的部分都有唸且「沒有」給受訪者看題目(02)有:一問一答的部分都有唸,且「有」給受訪者看題目(不含提示卡)(03)有:部分一問一答的題目有唸、部分沒有。請說明原因:____________(04)一問一答的部分都沒有唸。請說明原因:____________ZB5_2訪問過程中,受訪者有沒有看著提示卡回答?(01)有(02)沒有ZB6訪問時,有沒有受訪者家人、朋友、鄰"
vZA0_1city_oth,ZA0_1,vZA0_1city,29,0,medium,city other field,extra_proposed,Word suggests an open field not listed in Excel,city/town open field inferred from location wording; verify project code convention,,"ZA0_1 想跟您確定一下我的戶中抽樣結果是不是正確的? 請問家中具有本國國籍,年滿18歲以上(民國96年12月底以前出生者),且最近三個月內住在【貼題:中選地址】這個地址「一星期有四天以上」的人,總共有合格(Y)/男性合格(Z)/中選(X)【貼題:戶中抽樣結果】,請問這位是您嗎?(01)戶抽人數正確(02)戶抽人數不正確,請重抽〈請停止訪問並點選02後,在下一題點選中止代碼609,並到戶中抽樣視窗重新進行抽樣〉【與SFO選項01互斥】訪問方式說明:SF0這次訪問是採用一問一答的方式,訪問包含八成的傳播媒體使用,與兩成的政治傳播題目,題目都是選擇題,我們會將題目仔細唸給您聽,您再告訴我們您覺得最合適的答案是哪一項。(不顯示選項編號)(01)完成說明,開始訪問A、基本狀況A1‧請問您是民國哪一年出生的?(出生年以"
vZAo03,vZA,vZA,3,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vZAo03,
vA3o88,vA3,vA3,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vA3o88,
vA5city_oth,vA5city,vA5city,,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vA5city_oth,
vA6o88,vA6,vA6,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vA6o88,
vA7o88,vA7,vA7,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vA7o88,
vA8o88,vA8,vA8,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vA8o88,
vA9o88,vA9,vA9,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vA9o88,
vO1_1o88,vO1_1,vO1_1,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vO1_1o88,
vO1o88,v,v,1o88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vO1o88,
vO2o88,v,v,2o88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vO2o88,
vO3o88,v,v,3o88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vO3o88,
vK1o88,vK1,vK1m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vK1o88,
vK2o88,vK2,vK2m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vK2o88,
vE17o88,vE17,vE17,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vE17o88,
vKFB3o88,vKFB3,vKFB3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKFB3o88,
vKFB4o88,vKFB4,vKFB4m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKFB4o88,
vKIG3o88,vKIG3,vKIG3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKIG3o88,
vKIG4o88,vKIG4,vKIG4m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKIG4o88,
vKTT3o88,vKTT3,vKTT3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKTT3o88,
vKTT4o88,vKTT4,vKTT4m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKTT4o88,
vKTT5o88,vKTT5,vKTT5m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vKTT5o88,
vK3o88,vK3,vK3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vK3o88,
vE18o88,vE18,vE18,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vE18o88,
vE2o88,vE2,vE2m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vE2o88,
vE3_1,vE3_1,vE3_1,,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vE3_1,
vE13o88,vE13,vE13m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vE13o88,
vG7o88,vG7,vG7m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vG7o88,
vG8o88,vG8,vG8m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vG8o88,
vG9o88,vG9,vG9m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vG9o88,
vG10o88,vG10,vG10m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vG10o88,
vG11o88,vG11,vG11m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vG11o88,
vB7ao88,vB7a,vB7am88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vB7ao88,
vB7o88,vB7,vB7,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vB7o88,
vB8o88,vB8,vB8m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vB8o88,
vG3o88,vG3,vG3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vG3o88,
vF5o88,vF5,vF5m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vF5o88,
vC3o88,vC3,vC3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vC3o88,
vJB1o88,vJB1,vJB1m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vJB1o88,
vJB2o88,vJB2,vJB2m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vJB2o88,
vM2o88,vM2,vM2m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vM2o88,
vM3o88,vM3,vM3m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vM3o88,
vQ20o88,vQ20,vQ20m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ20o88,
vQ25o88,vQ25,vQ25m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ25o88,
vQ23o88,vQ23,vQ23m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ23o88,
vQ26o88,vQ26,vQ26m88,88,1,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ26o88,
vQ44o88,vQ44,vQ44,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ44o88,
vQ45o88,vQ45,vQ45,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ45o88,
vQ53o88,vQ53,vQ53,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ53o88,
vQ54o88,vQ54,vQ54,88,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vQ54o88,
vZE1o03,vZE1,vZE1,3,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vZE1o03,
vZE1o04,vZE1,vZE1,4,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vZE1o04,
vZE2_1,vZE2_1,vZE2_1,,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vZE2_1,
vZE2_2,vZE2_2,vZE2_2,,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vZE2_2,
vZE2_3,vZE2_3,vZE2_3,,0,manual,existing Excel row,missing_in_word,Existing Excel open field was not inferred from Word,No automatic Word match; needs parent-question mapping or manual review,vZE2_3,
