source,index,qid,cue_type,option_value,condition_text,target_text,raw_text,status,note
paragraph,1140,B5,condition,95,"B1及B3皆答0者,不需答此題",,"95、97、98】【B1及B3皆答0者,不需答此題】",review,
paragraph,1153,CKB5,show,,B1+B3+1<B5顯示此題,此題,CKB5‧【檢查題】【B1+B3+1<B5顯示此題】,candidate,
paragraph,1154,CKB5,condition,,貼B5答案,,"受訪者一週當中看【貼B5答案】天的電視新聞(B5),",review,
paragraph,1155,CKB5,condition,,貼B1答案,,超過星期一到星期五看【貼B1答案】天+星期六和星期日看【貼B3答案】天(B3)電視的總和。,review,
paragraph,1155,CKB5,condition,,貼B3答案,,超過星期一到星期五看【貼B1答案】天+星期六和星期日看【貼B3答案】天(B3)電視的總和。,review,
paragraph,1165,B6,condition,,"B5答0者,不需答此題",,"B6‧在您有看電視新聞的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B5答0者,不需答此題】",review,
paragraph,1180,B7,condition,,"B5答0者,不需答此題",,"B7a‧請問您經常看哪幾台電視新聞?(可多選)(卡20)【B5答0者,不需答此題】",review,
paragraph,1245,B7,show,,"B7a回答(01)-(88)超過2個選項時顯示,並只能選B7a選填的答案",",並只能選B7a選填的答案","B7‧那請問您最常看其中的哪一台電視新聞?(卡20)【B7a回答(01)-(88)超過2個選項時顯示,並只能選B7a選填的答案】【B7a只選1個選項,不需回答此題】",candidate,
paragraph,1245,B7,condition,,"B7a只選1個選項,不需回答此題",,"B7‧那請問您最常看其中的哪一台電視新聞?(卡20)【B7a回答(01)-(88)超過2個選項時顯示,並只能選B7a選填的答案】【B7a只選1個選項,不需回答此題】",review,
paragraph,1312,B8,condition,,"B1及B3皆答0者,不需答此題",,"B8‧最近一個月您經常看下列哪幾種類型的電視節目?(可多選)(卡21)【B1及B3皆答0者,不需答此題】",review,
paragraph,1317,B8,condition,,"B5答0者,與此選項互斥",,"□ (01)新聞類(例如:社會新聞、即時新聞、氣象、體育新聞、國際新聞、政治新聞、交通資訊、專題報導)【B5答0者,與此選項互斥】【資料處理:B5答0.5~7天,選項(01)必選】",review,
paragraph,1317,B8,condition,,"資料處理:B5答0.5~7天,選項(01)必選",,"□ (01)新聞類(例如:社會新聞、即時新聞、氣象、體育新聞、國際新聞、政治新聞、交通資訊、專題報導)【B5答0者,與此選項互斥】【資料處理:B5答0.5~7天,選項(01)必選】",review,
paragraph,1346,I2,condition,,"I1答0者,不需回答此題",,"I2‧在您有看戲劇節目的星期一到星期五,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【I1答0者,不需回答此題】",review,
paragraph,1371,I4,condition,,"I3答0者,不需回答此題",,"I4‧星期六和星期日有看戲劇節目的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【I3答0者,不需回答此題】",review,
paragraph,1381,CKI4,condition,,"B8答(03)或(06),且I1與I3皆為0者,需回答此題",,"【檢查題】CKI4.請向受訪者說明:【B8答(03)或(06),且I1與I3皆為0者,需回答此題】",review,
paragraph,1392,G1,condition,,"A09答(01)者,不需回答此題",,"G1‧請問您每週平均有幾天會看紙本報紙?【數值題,可輸入小數點,範圍為0、0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【A09答(01)者,不需回答此題】",review,
paragraph,1406,G2,condition,,"A09答(01)者,或G1答0者,不需回答此題",,"G2‧在您有看紙本報紙的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【A09答(01)者,或G1答0者,不需回答此題】",review,
paragraph,1419,G3,condition,,"A09答(01)者,或G1答0者,不需回答此題",,"G3‧請問您經常看哪幾份紙本報紙?(可多選) (卡22) 【A09答(01)者,或G1答0者,不需回答此題】",review,
paragraph,1457,F0,condition,,"A09答(01)者,不需回答此題",,"F0‧請問您每個月是否會看紙本雜誌或網路雜誌?【A09答(01)者,不需回答此題】",review,
paragraph,1462,F0,condition,,"E1答(02)、(97)、(98)者,選項互斥",,"□ (02)網路雜誌【E1答(02)、(97)、(98)者,選項互斥】",review,
paragraph,1463,F0,condition,,"E1答(02)、(97)、(98)者,選項互斥",,"□ (89)都有看【E1答(02)、(97)、(98)者,選項互斥】",review,
paragraph,1469,F1,condition,,"F0答(01)或(89)者,需答此題",,"F1‧請問您每個月平均有幾天會看紙本雜誌(網路雜誌不算)?【數值題,可輸入小數點,範圍為0.5、1、1.5、...、30、30.5、31、95、97、98】【F0答(01)或(89)者,需答此題】",review,
paragraph,1484,F2,condition,,"F0答(01)或(89)者,需答此題",,"F2‧在您有看紙本雜誌(網路雜誌不算)的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【F0答(01)或(89)者,需答此題】",review,
paragraph,1499,F3,condition,,"F0答(02)或(89)者,需答此題",,"F3‧請問您每個月平均有幾天會在網路上看雜誌?【數值題,可輸入小數點,範圍為0.5、1、1.5、...、30、30.5、31、95、97、98】【F0答(02)或(89)者,需答此題】",review,
paragraph,1512,F4,condition,,"F0答(02)或(89)者,需答此題",,"F4‧在您有看網路雜誌的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【F0答(02)或(89)者,需答此題】",review,
paragraph,1525,F5,condition,,"F0答(90)、(97)、(98)者,不需回答此題",,"F5‧您看雜誌(包含紙本和網路雜誌)時,經常看下列哪幾種內容?(可多選) (卡23) 【F0答(90)、(97)、(98)者,不需回答此題】",review,
paragraph,1557,C2,condition,,"C1答0者,不需回答此題",,"C2‧在您有聽廣播的那一天,您一整天大概會聽多久?【數值題,範圍:0001-2359、9797、9898】【C1答0者,不需回答此題】",review,
paragraph,1570,C3,condition,,"C1答0者,不需回答此題",,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】",review,
paragraph,1597,J4_2,condition,,"A9答(01)者,不需回答此題",,"J4_2‧報紙(紙本)新聞可信度有幾分?_______分  □ (997)不知道□ (998)拒答【A9答(01)者,不需回答此題】",review,
paragraph,1607,J4_4,condition,,"A9答(01)者,不需回答此題",,"J4_4‧雜誌(紙本)新聞可信度有幾分?_______分  □ (997)不知道 □ (998)拒答【A9答(01)者,不需回答此題】",review,
paragraph,1612,J4_5,condition,,"E1答(01)者,需回答此題",,"J4_5‧網路新聞可信度有幾分?_______分  □ (997)不知道 □ (998)拒答 【E1答(01)者,需回答此題】",review,
paragraph,1618,JB1,condition,,"B5答0者,不需答此題",,"JB1‧請問您認為目前臺灣電視新聞節目有下列哪些不好的地方,需要解決?(可多選)(卡26) 【B5答0者,不需答此題】",review,
paragraph,1639,JB2,condition,,"E1答(01)者,需回答此題",,"JB2‧那請問您認為目前台灣網路內容有哪些不好的地方,需要解決?(可多選)(卡27)【E1答(01)者,需回答此題】",review,
paragraph,1670,H2,condition,,"H1答(997)或(998)者,需回答此題",,"H2‧那比較接近下面哪個答案?【H1答(997)或(998)者,需回答此題】",review,
paragraph,1681,H3,condition,,"H1答0者,或H2答(01)者,不需回答此題",,"H3‧那這些與您「面對面」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H1答0者,或H2答(01)者,不需回答此題】",review,
paragraph,1691,H4,condition,,"E1答(01)者,需回答此題",,"H4‧請問您平常一天會固定「透過網路」接觸且認識的人有幾位?例如在臉書(Facebook)、LINE、線上遊戲平台互相傳訊息或貼圖,叫得出名字或暱稱才算。【數值題,範圍為0-990、991、997、998】【E1答(01)者,需回答此題】",review,
paragraph,1703,H5,condition,,"H4答(997)或(998)者,才需回答此題",,"H5‧那比較接近下面哪個答案?【H4答(997)或(998)者,才需回答此題】",review,
paragraph,1714,H6,condition,,"H4答0者,或H5答(01)者,不需回答此題",,"H6‧請問這些「透過網路」接觸且認識的人裡面,大概有多少跟您很熟?(卡28)【H4答0者,或H5答(01)者,不需回答此題】",review,
paragraph,1724,H7,condition,,"H1未答0、(997)、(998),且H4未答0、(997)、(998),需答此題",,"H7‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H4未答0、(997)、(998),需答此題】",review,
paragraph,1733,H7_1,condition,,"H1未答0、(997)、(998),且H5未答(01)、(97)、(98)者,需答此題",,"H7_1‧您平常一天會固定面對面接觸且認識的人有【貼題H1】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H1未答0、(997)、(998),且H5未答(01)、(97)、(98)者,需答此題】",review,
paragraph,1742,H7_2,condition,,"H2未答(01)、(97)、(98),且H4未答0、(997)、(998),需答此題",,"H7_2‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H4】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H4未答0、(997)、(998),需答此題】",review,
paragraph,1752,H7_3,condition,,"H2未答(01)、(97)、(98),且H5未答(01)、(97)、(98)者,需答此題",,"H7_3‧您平常一天會固定面對面接觸且認識的人有【貼題H2】人,會透過網路(例如:LINE)接觸且認識的人有【貼題H5】人,請問這兩群人中您會面對面同時也會透過網路接觸且認識的人有幾位?【數值題,範圍為0-990、991、997、998】【H2未答(01)、(97)、(98),且H5未答(01)、(97)、(98)者,需答此題】",review,
paragraph,1760,CKH7,show,,"H7填答人數超過H1或H4填答人數,顯示並設定顯示時間",並設定顯示時間,"CKH7‧檢查題(顯示題)
【H7填答人數超過H1或H4填答人數,顯示並設定顯示時間】",candidate,
paragraph,1762,CKH7,condition,,貼H7答案,,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H1】人,也不應超過透過網路接觸且認識的【貼題H4】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。",review,
paragraph,1764,CKH7_1,show,,"H7_1填答人數超過H1或H5填答人數,顯示並設定顯示時間",並設定顯示時間,"CKH7_1‧檢查題(顯示題)
【H7_1填答人數超過H1或H5填答人數,顯示並設定顯示時間】",candidate,
paragraph,1766,CKH7_1,condition,,貼H7_1答案,,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_1答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H1】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。",review,
paragraph,1768,CKH7_2,show,,"H7_2填答人數超過H2或H4填答人數,顯示並設定顯示時間",並設定顯示時間,"CKH7_2‧檢查題(顯示題)
【H7_2填答人數超過H2或H4填答人數,顯示並設定顯示時間】",candidate,
paragraph,1770,CKH7_2,condition,,貼H7_2答案,,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_2答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H4】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。",review,
paragraph,1772,CKH7_3,show,,"H7_3填答人數超過H2或H5填答人數,顯示並設定顯示時間",並設定顯示時間,"CKH7_3‧檢查題(顯示題)
【H7_3填答人數超過H2或H5填答人數,顯示並設定顯示時間】",candidate,
paragraph,1774,CKH7_3,condition,,貼H7_3答案,,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_3答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。",review,
paragraph,1800,M2,condition,,"M1答0者,不需回答此題",,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】",review,
paragraph,1822,M3,show,,"不顯示選項編號,選項(01)-(13)隨機出現","選項編號,選項(01)-(13)隨機出現","M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】",candidate,
paragraph,1822,M3,condition,,"M1答0者,不需回答此題",,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】",review,
paragraph,1841,M4,condition,,"M1答0者,不需回答此題",,"M4-M6‧當您在玩電玩遊戲的時候,請問您同不同意接下來的一些說法?(卡30)【M4至M6請用群組題方式排版】【M1答0者,不需回答此題】",review,
paragraph,1883,N24,condition,,"O1答(01)-(05)、(88)者,需回答此題",,"N24‧整體而言,您對於您的工作滿不滿意?(卡33) 【O1答(01)-(05)、(88)者,需回答此題】",review,
paragraph,2006,Q1,condition,,"G1回答0者,不需回答此題",,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】",review,
paragraph,2006,Q1,condition,,A9答(01)不識字者不需回答此題,,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】",review,
paragraph,2014,Q2,condition,,"F0回答90者,不需回答此題",,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】",review,
paragraph,2014,Q2,condition,,A9答(01)不識字者不需回答此題,,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】",review,
paragraph,2022,Q3,condition,,"C1回答0者,不需回答此題",,"Q3. 最近一個月,請問您有多常透過廣播獲得政治或公共事務的訊息呢? (卡40)【C1回答0者,不需回答此題】",review,
paragraph,2024,Q3,condition,,"C3答(08)者,選項互斥",,"□(01) 從來沒有【C3答(08)者,選項互斥】",review,
paragraph,2031,Q4,condition,,"B1及B3皆回答0者,不需回答此題",,"Q4. 最近一個月,請問您有多常透過電視獲得政治或公共事務的訊息呢?(卡40)【B1及B3皆回答0者,不需回答此題】",review,
paragraph,2033,Q4,condition,,"B8答(08)者,選項互斥",,"□(01) 從來沒有【B8答(08)者,選項互斥】",review,
paragraph,2039,Q5,condition,,"E1答(01)者,需回答此題",,"Q5. 請問您有沒有透過網路接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】",review,
paragraph,2047,Q6,condition,,"Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題",,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】",review,
paragraph,2047,Q6,condition,,不須答此題,,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】",review,
paragraph,2057,Q7,condition,,"Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題",,"影音平台(如:YouTube)?(卡41)【Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題】",review,
paragraph,2066,Q8,condition,,"Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題",,"通訊軟體(如:LINE、FB messenger)?(卡41)【Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題】",review,
paragraph,2077,Q9,condition,,"Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題",,"新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】",review,
paragraph,2084,Q10,condition,,"E1答(01)者,需回答此題",,"Q10. 請問您有沒有透過網路轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】",review,
paragraph,2090,CKQ10,condition,,"Q5答(02)者,且Q10答(01)者,需回答此題",,"【檢查題】CKQ10.請向受訪者說明:【Q5答(02)者,且Q10答(01)者,需回答此題】",review,
paragraph,2100,Q11,condition,,"Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題",,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題】",review,
paragraph,2110,Q12,condition,,"Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題",,"影音平台(如:YouTube)?(卡41)【Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題】",review,
paragraph,2119,Q13,condition,,"Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題",,"通訊軟體(如:LINE、FB messenger)?(卡41)【Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題】",review,
paragraph,2128,Q14,condition,,"Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題",,"Q14.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題】",review,
paragraph,2135,Q15,condition,,"E1答(01)者,需回答此題",,"Q15. 請問您有沒有透過網路發布或發表「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?【E1答(01)者,需回答此題】",review,
paragraph,2142,Q16,condition,,"Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題",,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題】",review,
paragraph,2152,Q17,condition,,"Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題",,"影音平台(如:YouTube)?(卡41)【Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題】",review,
paragraph,2161,Q18,condition,,"Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題",,"通訊軟體(如:LINE、FB messenger)?(卡41)【Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題】",review,
paragraph,2170,Q19,condition,,"Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題",,"Q19.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】",review,
paragraph,2178,Q20,condition,,"B1答0,且B3答0,且E1答(02)者,與選項(01)互斥",,"□(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】",review,
paragraph,2179,Q20,condition,,"E1答(02)者,與選項(02)互斥",,"□(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】",review,
paragraph,2180,Q20,condition,,"E1答(02)者,與選項(03)互斥",,"□(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】",review,
paragraph,2181,Q20,condition,,"E1答(02)者,與選項(04)互斥",,"□(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】",review,
paragraph,2182,Q20,condition,,"E1答(02)者,與選項(05)互斥",,"□(05)論壇的文章或留言(例如:PTT或Dcard)【E1答(02)者,與選項(05)互斥】",review,
paragraph,2189,CKQ20A,condition,,"Q5答(02)者,且Q20答(02)~(05)者,需回答此題",,"【檢查題】CKQ20A.請向受訪者說明:【Q5答(02)者,且Q20答(02)~(05)者,需回答此題】",review,
paragraph,2197,CKQ20B,condition,,"Q5答(02)者,且Q20答(01)者,且B1答0,且B3答0者,需回答此題",,"【檢查題】CKQ20B.請向受訪者說明:【Q5答(02)者,且Q20答(01)者,且B1答0,且B3答0者,需回答此題】",review,
paragraph,2204,Q24,condition,,"Q20答(01)者,需回答此題",,"Q24 請問您每星期大約會看幾個小時的「談話性政論節目」(不論是從電視或YouTube上觀看都算)?【Q20答(01)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",review,
paragraph,2211,CKQ24,show,,Q24填答0時0分顯示並設定顯示時間,並設定顯示時間,"CKQ24 檢查題(顯示題)【Q24填答0時0分顯示並設定顯示時間】
【請注意】",candidate,
paragraph,2215,Q25,condition,,"Q20答(01)者,需回答此題",,"Q25 請問您最常透過哪些談話性政論節目獲得政治或公共事務相關訊息?(可多選)【Q20答(01)者,需回答此題】 (卡43)",review,
paragraph,2218,Q21,condition,,"Q20答(02)或(03)者,需回答此題",,"Q21 請問您每星期大約會看幾個小時的「政治人物或政治網紅影片」(不論是從YouTube、臉書、IG都算,包括直播與直播結束後的留存影片)?【Q20答(02)或(03)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",review,
paragraph,2227,CKQ21,show,,Q21填答0時0分顯示並設定顯示時間,並設定顯示時間,CKQ21檢查題(顯示題)【Q21填答0時0分顯示並設定顯示時間】,candidate,
paragraph,2233,Q22,condition,,"Q20答(02)者,需回答此題",,"Q22 在以下經常談論政治或公共事務的政治人物中,請問您最常觀看誰的影片或貼文?(是指透過政治人物YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)(可多選) 【Q20答(02)者,需回答此題】(卡44)",review,
paragraph,2234,Q23,condition,,"Q20答(03)者,需回答此題",,"Q23在以下經常談論政治或公共事務的網紅或公眾人物中,請問您最常觀看誰的影片?(可多選) (卡45)【Q20答(03)者,需回答此題】",review,
paragraph,2236,Q26A,condition,,"Q20答(04)者,需回答此題",,"Q26A請問您每星期大約會聽幾個小時和「政治或公共事務」有關的播客(Podcast)?【Q20答(04)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",review,
paragraph,2242,CKQ26A,show,,Q26A填答0時0分顯示並設定顯示時間,並設定顯示時間,"CKQ26A檢查題(顯示題)【Q26A填答0時0分顯示並設定顯示時間】
【請注意】",candidate,
paragraph,2246,Q26,condition,,"Q20答(04)者,需回答此題",,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】",review,
paragraph,2248,Q27,condition,,"Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題",,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】",review,
paragraph,2262,P3_4,condition,,"E1答(01)者,需答此題",,"【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48)",review,
paragraph,2268,CKP3_4,condition,,"Q5答(02)者,且P3_4答(02)~(04)者,需回答此題",,"【檢查題】CKP3_4.請向受訪者說明:【Q5答(02)者,且P3_4答(02)~(04)者,需回答此題】",review,
paragraph,2278,P3_5,condition,,"K2答(90)、(97)、(98)者,或Q5答(02)者,不需答此題",,"【譚躍委員】P3_5‧您使用【K2貼題】時,多常看到或聽到與您立場不同的政治觀點?【K2答(90)、(97)、(98)者,或Q5答(02)者,不需答此題】(卡48)",review,
paragraph,2285,P3_6,condition,,"Q20答(02)、或(03)者,需回答此題",,"【譚躍委員】P3_6‧您使用意見領袖(例如:政治人物、網紅或公眾人物)的自媒體時,多常看到或聽到與您立場不同的政治觀點?(卡48)【Q20答(02)、或(03)者,需回答此題】",review,
paragraph,2332,Q30,condition,,"E1答(01)者,需回答此題",,"首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】",review,
paragraph,2467,Q43,condition,,"受訪者若不是94~96年次者選08,請訪員再確認",,"□(08)當時沒有投票權【受訪者若不是94~96年次者選08,請訪員再確認】【A1答94、95、96者,或A2答(01),只能選此項】",review,
paragraph,2467,Q43,condition,,"A1答94、95、96者,或A2答(01),只能選此項",,"□(08)當時沒有投票權【受訪者若不是94~96年次者選08,請訪員再確認】【A1答94、95、96者,或A2答(01),只能選此項】",review,
paragraph,2472,Q44,condition,,"A1為96者,或A2答(01)者,不需答此題",,"Q44. 今年年底是縣市長選舉,請問如果明天就是投票日,在您戶籍地的縣市長候選人當中,請問您會把票投給哪一黨的候選人?(卡59)【A1為96者,或A2答(01)者,不需答此題】",review,
paragraph,2517,Q50,condition,,"Q49答(02)、(97)、(98),需答此題",,"Q50那相對來說,請問您有沒有稍微偏向支持哪一個政黨?【Q49答(02)、(97)、(98),需答此題】",review,
paragraph,2519,Q51,condition,,"Q49答(01),或Q50答(01),需答此題",,"Q51請問是哪一個政黨?(卡61) 【Q49答(01),或Q50答(01),需答此題】",review,
paragraph,2522,Q52,condition,,"Q51答(01) ~ (88),需答此題",,"Q52請問,您偏向【貼題Q51】這個政黨的程度是很強,普通,還是有一點?【Q51答(01) ~ (88),需答此題】",review,
paragraph,2591,Z2_2,condition,,"D1答(03)者,不需答此題",,"Z2_2‧為了確保這份問卷資料的品質,我們中心可能會進行簡單的電話複查確認是否確實來做了訪問,可否請您將您的手機號碼告訴我們?【D1答(03)者,不需答此題】",review,
paragraph,2604,CKZE1,condition,,"A09選(01)者,或E1選(02)、(97)、(98),需回答此題",,"CKZE1‧受訪者不識字或沒有上網行為,不需詢問後續追蹤訪問。【A09選(01)者,或E1選(02)、(97)、(98),需回答此題】",review,
paragraph,2606,ZE2,condition,,"A09選(01)者,或E1選(02)、(97)、(98),不需回答此題",,"ZE2‧為持續瞭解民眾對傳播媒體、新興媒體及時事議題的看法,未來想繼續邀請您填答我們的網路追蹤問卷。若您現在同意參加,可立即獲得新臺幣100元超商商品卡;未來實際完成問卷填答後,也會另外再贈送超商商品卡做為回饋。您提供的聯絡資料僅供研究聯繫使用,並會依法妥善保管。詳細內容,請參考這份同意書說明。(請訪員拿出追蹤同意書)【A09選(01)者,或E1選(02)、(97)、(98),不需回答此題】(可多選)",review,
paragraph,2609,ZE2,condition,,"D1答(03)者,與選項(02)互斥",,"(01) 願意,提供手機號碼【D1答(03)者,與選項(02)互斥】【續答ZE2_2】",review,
paragraph,2609,ZE2,condition,,續答ZE2_2,,"(01) 願意,提供手機號碼【D1答(03)者,與選項(02)互斥】【續答ZE2_2】",review,
paragraph,2610,ZE2,condition,,續答ZE2_3,,"(02) 願意,提供Email【續答ZE2_3】",review,
paragraph,2617,ZE2_1,condition,,"ZE2答(01)或(02),需答此題",,"___________【ZE2答(01)或(02),需答此題】",review,
paragraph,2622,ZE2_2,condition,,"ZE2答(01),需答此題",,"ZE2_2‧請問您的手機號碼?(請訪員唸出同意書上號碼,確認無誤後鍵入以下欄位)___________【ZE2答(01),需答此題】",review,
paragraph,2624,ZE2_3,condition,,"ZE2答(02),需答此題",,"ZE2_3‧請問您的Email?(請訪員唸出同意書上email,確認無誤後鍵入以下欄位) ___________【ZE2答(02),需答此題】",review,
table15.r5.c3,5,,condition,,E1答(02)者選項互斥,,□(27)大新聞大爆卦(馬千惠)* / 【E1答(02)者選項互斥】,review,Table question context is unresolved; do not infer it from the preceding paragraph.
