status,row,qid,direction,條件,應答,不應答,限制,source,reason,bracket,text
proposal,,E11,need_inverse,((vE2m03~=1 & vE17~=3 & vE18~=3) | (vO1_1~=1 & vO1_1~=2 & vO1_1~=3 & vO1_1~=4 & vO1_1~=88 & vO1~=1 & vO1~=2 & vO1~=3 & vO1~=4 & vO1~=5 & vO1~=12 & vO1~=13 & vO1~=14 & vO1~=88)) & vE2m03~=96 & vE17~=96 & vE18~=96,,vE11,,"E11‧在您有上網的那一天:【數值題,範圍:0000-2359、9797、9898】【E2有答(03)或E17答(03)或E18答(03),需回答此題】【O1_1答(01)~(04)、(88),或O1答(01)~(05)、(12)、(13)、(14)、(88)者,需回答此題】",,,
proposal,,E12,need,vE2m03 in 1 | vE17 in 3 | vE18 in 3,vE12,,,"E12‧在您有上網的那一天:【數值題,範圍:0000-2359、9797、9898】【E2有答(03)或E17答(03)或E18答(03)者,才需回答此題】",,,
proposal,,E12,need_inverse,vE2m03~=1 & vE17~=3 & vE18~=3 & vE2m03~=96 & vE17~=96 & vE18~=96,,vE12,,"E12‧在您有上網的那一天:【數值題,範圍:0000-2359、9797、9898】【E2有答(03)或E17答(03)或E18答(03)者,才需回答此題】",,,
proposal,,E3,need,vE1 in 1,vE3,,,"E3‧請問您一天上網的時間是多少?【數值題,範圍:0001-2359、9797、9898】【E1答(01)者,需回答此題】",,,
proposal,,E3,need_inverse,vE1~=1,,vE3,,"E3‧請問您一天上網的時間是多少?【數值題,範圍:0001-2359、9797、9898】【E1答(01)者,需回答此題】",,,
proposal,,E13,need,vE1 in 1,"vE13m01,vE13m02,vE13m03,vE13m04,vE13m05,vE13m06,vE13m88",,,"E13‧請問您上網的原因或動機是什麼呢(包括用【貼題E2】)?(可多選)(卡19)【E1答(01)者,需回答此題】",,,
proposal,,E13,need_inverse,vE1~=1,,"vE13m01,vE13m02,vE13m03,vE13m04,vE13m05,vE13m06,vE13m88",,"E13‧請問您上網的原因或動機是什麼呢(包括用【貼題E2】)?(可多選)(卡19)【E1答(01)者,需回答此題】",,,
proposal,,E14,need,vE1 in 1,vE14,,,"E14‧請問您每個月平均在網路上消費(買東西)大概花多少錢?(例如:購物、購買遊戲點數、下載音樂或電影等)【數值題,範圍0-100000,超過最大值則填999991】【E1答(01)者,需回答此題】",,,
proposal,,E14,need_inverse,vE1~=1,,vE14,,"E14‧請問您每個月平均在網路上消費(買東西)大概花多少錢?(例如:購物、購買遊戲點數、下載音樂或電影等)【數值題,範圍0-100000,超過最大值則填999991】【E1答(01)者,需回答此題】",,,
proposal,,G7,need,vE1 in 1,"vG7m01,vG7m02,vG7m03,vG7m04,vG7m05,vG7m06,vG7m07,vG7m08,vG7m09,vG7m10,vG7m11,vG7m12,vG7m88,vG7m90",,,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G7,need_inverse,vE1~=1,,"vG7m01,vG7m02,vG7m03,vG7m04,vG7m05,vG7m06,vG7m07,vG7m08,vG7m09,vG7m10,vG7m11,vG7m12,vG7m88,vG7m90",,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G8,need,vE1 in 1,"vG8m01,vG8m02,vG8m03,vG8m04,vG8m05,vG8m06,vG8m07,vG8m08,vG8m09,vG8m10,vG8m11,vG8m12,vG8m13,vG8m14,vG8m15,vG8m16,vG8m88,vG8m90",,,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G8,need_inverse,vE1~=1,,"vG8m01,vG8m02,vG8m03,vG8m04,vG8m05,vG8m06,vG8m07,vG8m08,vG8m09,vG8m10,vG8m11,vG8m12,vG8m13,vG8m14,vG8m15,vG8m16,vG8m88,vG8m90",,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G9,need,vE1 in 1,"vG9m01,vG9m02,vG9m03,vG9m04,vG9m05,vG9m06,vG9m07,vG9m08,vG9m09,vG9m10,vG9m11,vG9m12,vG9m13,vG9m88,vG9m90",,,"G9‧那請問您經常透過哪一些電子報網站,或APP來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G9,need_inverse,vE1~=1,,"vG9m01,vG9m02,vG9m03,vG9m04,vG9m05,vG9m06,vG9m07,vG9m08,vG9m09,vG9m10,vG9m11,vG9m12,vG9m13,vG9m88,vG9m90",,"G9‧那請問您經常透過哪一些電子報網站,或APP來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G10,need,vE1 in 1,"vG10m01,vG10m02,vG10m03,vG10m04,vG10m05,vG10m06,vG10m07,vG10m08,vG10m09,vG10m10,vG10m11,vG10m12,vG10m13,vG10m14,vG10m15,vG10m16,vG10m17,vG10m18,vG10m19,vG10m88,vG10m90",,,"G10‧那請問您經常透過哪一些獨立媒體及通訊社網站,或APP來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(19)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G10,need_inverse,vE1~=1,,"vG10m01,vG10m02,vG10m03,vG10m04,vG10m05,vG10m06,vG10m07,vG10m08,vG10m09,vG10m10,vG10m11,vG10m12,vG10m13,vG10m14,vG10m15,vG10m16,vG10m17,vG10m18,vG10m19,vG10m88,vG10m90",,"G10‧那請問您經常透過哪一些獨立媒體及通訊社網站,或APP來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(19)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G11,need,vE1 in 1,"vG11m01,vG11m02,vG11m03,vG11m04,vG11m05,vG11m88,vG11m90",,,"G11‧那再請問您經常透過哪一些國際媒體的網站,或APP來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(05)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G11,need_inverse,vE1~=1,,"vG11m01,vG11m02,vG11m03,vG11m04,vG11m05,vG11m88,vG11m90",,"G11‧那再請問您經常透過哪一些國際媒體的網站,或APP來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(05)隨機出現】【E1答(01)者,需回答此題】",,,
proposal,,G4,need,vG7m01 in 1 | vG7m02 in 1 | vG7m03 in 1 | vG7m04 in 1 | vG7m05 in 1 | vG7m06 in 1 | vG7m07 in 1 | vG7m08 in 1 | vG7m09 in 1 | vG7m10 in 1 | vG7m11 in 1 | vG7m12 in 1 | vG7m88 in 1 | vG8m01 in 1 | vG8m02 in 1 | vG8m03 in 1 | vG8m04 in 1 | vG8m05 in 1 | vG8m06 in 1 | vG8m07 in 1 | vG8m08 in 1 | vG8m09 in 1 | vG8m10 in 1 | vG8m11 in 1 | vG8m12 in 1 | vG8m13 in 1 | vG8m14 in 1 | vG8m15 in 1 | vG8m16 in 1 | vG8m88 in 1 | vG9m01 in 1 | vG9m02 in 1 | vG9m03 in 1 | vG9m04 in 1 | vG9m05 in 1 | vG9m06 in 1 | vG9m07 in 1 | vG9m08 in 1 | vG9m09 in 1 | vG9m10 in 1 | vG9m11 in 1 | vG9m12 in 1 | vG9m13 in 1 | vG9m88 in 1 | vG10m01 in 1 | vG10m02 in 1 | vG10m03 in 1 | vG10m04 in 1 | vG10m05 in 1 | vG10m06 in 1 | vG10m07 in 1 | vG10m08 in 1 | vG10m09 in 1 | vG10m10 in 1 | vG10m11 in 1 | vG10m12 in 1 | vG10m13 in 1 | vG10m14 in 1 | vG10m15 in 1 | vG10m16 in 1 | vG10m17 in 1 | vG10m18 in 1 | vG10m19 in 1 | vG10m88 in 1 | vG11m01 in 1 | vG11m02 in 1 | vG11m03 in 1 | vG11m04 in 1 | vG11m05 in 1 | vG11m88 in 1,vG4,,,"G4‧請問您每週平均有幾天會上網看新聞?【數值題,可輸入小數點,範圍為0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【G7或G8或G9或G10或G11答(01)-(88)者,需答此題】",,,
proposal,,G4,need_inverse,vG7m01~=1 & vG7m02~=1 & vG7m03~=1 & vG7m04~=1 & vG7m05~=1 & vG7m06~=1 & vG7m07~=1 & vG7m08~=1 & vG7m09~=1 & vG7m10~=1 & vG7m11~=1 & vG7m12~=1 & vG7m88~=1 & vG8m01~=1 & vG8m02~=1 & vG8m03~=1 & vG8m04~=1 & vG8m05~=1 & vG8m06~=1 & vG8m07~=1 & vG8m08~=1 & vG8m09~=1 & vG8m10~=1 & vG8m11~=1 & vG8m12~=1 & vG8m13~=1 & vG8m14~=1 & vG8m15~=1 & vG8m16~=1 & vG8m88~=1 & vG9m01~=1 & vG9m02~=1 & vG9m03~=1 & vG9m04~=1 & vG9m05~=1 & vG9m06~=1 & vG9m07~=1 & vG9m08~=1 & vG9m09~=1 & vG9m10~=1 & vG9m11~=1 & vG9m12~=1 & vG9m13~=1 & vG9m88~=1 & vG10m01~=1 & vG10m02~=1 & vG10m03~=1 & vG10m04~=1 & vG10m05~=1 & vG10m06~=1 & vG10m07~=1 & vG10m08~=1 & vG10m09~=1 & vG10m10~=1 & vG10m11~=1 & vG10m12~=1 & vG10m13~=1 & vG10m14~=1 & vG10m15~=1 & vG10m16~=1 & vG10m17~=1 & vG10m18~=1 & vG10m19~=1 & vG10m88~=1 & vG11m01~=1 & vG11m02~=1 & vG11m03~=1 & vG11m04~=1 & vG11m05~=1 & vG11m88~=1 & vG7m01~=96 & vG7m02~=96 & vG7m03~=96 & vG7m04~=96 & vG7m05~=96 & vG7m06~=96 & vG7m07~=96 & vG7m08~=96 & vG7m09~=96 & vG7m10~=96 & vG7m11~=96 & vG7m12~=96 & vG7m88~=96 & vG8m01~=96 & vG8m02~=96 & vG8m03~=96 & vG8m04~=96 & vG8m05~=96 & vG8m06~=96 & vG8m07~=96 & vG8m08~=96 & vG8m09~=96 & vG8m10~=96 & vG8m11~=96 & vG8m12~=96 & vG8m13~=96 & vG8m14~=96 & vG8m15~=96 & vG8m16~=96 & vG8m88~=96 & vG9m01~=96 & vG9m02~=96 & vG9m03~=96 & vG9m04~=96 & vG9m05~=96 & vG9m06~=96 & vG9m07~=96 & vG9m08~=96 & vG9m09~=96 & vG9m10~=96 & vG9m11~=96 & vG9m12~=96 & vG9m13~=96 & vG9m88~=96 & vG10m01~=96 & vG10m02~=96 & vG10m03~=96 & vG10m04~=96 & vG10m05~=96 & vG10m06~=96 & vG10m07~=96 & vG10m08~=96 & vG10m09~=96 & vG10m10~=96 & vG10m11~=96 & vG10m12~=96 & vG10m13~=96 & vG10m14~=96 & vG10m15~=96 & vG10m16~=96 & vG10m17~=96 & vG10m18~=96 & vG10m19~=96 & vG10m88~=96 & vG11m01~=96 & vG11m02~=96 & vG11m03~=96 & vG11m04~=96 & vG11m05~=96 & vG11m88~=96,,vG4,,"G4‧請問您每週平均有幾天會上網看新聞?【數值題,可輸入小數點,範圍為0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【G7或G8或G9或G10或G11答(01)-(88)者,需答此題】",,,
proposal,,G5,need,vG7m01 in 1 | vG7m02 in 1 | vG7m03 in 1 | vG7m04 in 1 | vG7m05 in 1 | vG7m06 in 1 | vG7m07 in 1 | vG7m08 in 1 | vG7m09 in 1 | vG7m10 in 1 | vG7m11 in 1 | vG7m12 in 1 | vG7m88 in 1 | vG8m01 in 1 | vG8m02 in 1 | vG8m03 in 1 | vG8m04 in 1 | vG8m05 in 1 | vG8m06 in 1 | vG8m07 in 1 | vG8m08 in 1 | vG8m09 in 1 | vG8m10 in 1 | vG8m11 in 1 | vG8m12 in 1 | vG8m13 in 1 | vG8m14 in 1 | vG8m15 in 1 | vG8m16 in 1 | vG8m88 in 1 | vG9m01 in 1 | vG9m02 in 1 | vG9m03 in 1 | vG9m04 in 1 | vG9m05 in 1 | vG9m06 in 1 | vG9m07 in 1 | vG9m08 in 1 | vG9m09 in 1 | vG9m10 in 1 | vG9m11 in 1 | vG9m12 in 1 | vG9m13 in 1 | vG9m88 in 1 | vG10m01 in 1 | vG10m02 in 1 | vG10m03 in 1 | vG10m04 in 1 | vG10m05 in 1 | vG10m06 in 1 | vG10m07 in 1 | vG10m08 in 1 | vG10m09 in 1 | vG10m10 in 1 | vG10m11 in 1 | vG10m12 in 1 | vG10m13 in 1 | vG10m14 in 1 | vG10m15 in 1 | vG10m16 in 1 | vG10m17 in 1 | vG10m18 in 1 | vG10m19 in 1 | vG10m88 in 1 | vG11m01 in 1 | vG11m02 in 1 | vG11m03 in 1 | vG11m04 in 1 | vG11m05 in 1 | vG11m88 in 1,vG5,,,"G5‧在您有上網看新聞的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【G7或G8或G9或G10或G11答(01)-(88)者,需答此題】",,,
proposal,,G5,need_inverse,vG7m01~=1 & vG7m02~=1 & vG7m03~=1 & vG7m04~=1 & vG7m05~=1 & vG7m06~=1 & vG7m07~=1 & vG7m08~=1 & vG7m09~=1 & vG7m10~=1 & vG7m11~=1 & vG7m12~=1 & vG7m88~=1 & vG8m01~=1 & vG8m02~=1 & vG8m03~=1 & vG8m04~=1 & vG8m05~=1 & vG8m06~=1 & vG8m07~=1 & vG8m08~=1 & vG8m09~=1 & vG8m10~=1 & vG8m11~=1 & vG8m12~=1 & vG8m13~=1 & vG8m14~=1 & vG8m15~=1 & vG8m16~=1 & vG8m88~=1 & vG9m01~=1 & vG9m02~=1 & vG9m03~=1 & vG9m04~=1 & vG9m05~=1 & vG9m06~=1 & vG9m07~=1 & vG9m08~=1 & vG9m09~=1 & vG9m10~=1 & vG9m11~=1 & vG9m12~=1 & vG9m13~=1 & vG9m88~=1 & vG10m01~=1 & vG10m02~=1 & vG10m03~=1 & vG10m04~=1 & vG10m05~=1 & vG10m06~=1 & vG10m07~=1 & vG10m08~=1 & vG10m09~=1 & vG10m10~=1 & vG10m11~=1 & vG10m12~=1 & vG10m13~=1 & vG10m14~=1 & vG10m15~=1 & vG10m16~=1 & vG10m17~=1 & vG10m18~=1 & vG10m19~=1 & vG10m88~=1 & vG11m01~=1 & vG11m02~=1 & vG11m03~=1 & vG11m04~=1 & vG11m05~=1 & vG11m88~=1 & vG7m01~=96 & vG7m02~=96 & vG7m03~=96 & vG7m04~=96 & vG7m05~=96 & vG7m06~=96 & vG7m07~=96 & vG7m08~=96 & vG7m09~=96 & vG7m10~=96 & vG7m11~=96 & vG7m12~=96 & vG7m88~=96 & vG8m01~=96 & vG8m02~=96 & vG8m03~=96 & vG8m04~=96 & vG8m05~=96 & vG8m06~=96 & vG8m07~=96 & vG8m08~=96 & vG8m09~=96 & vG8m10~=96 & vG8m11~=96 & vG8m12~=96 & vG8m13~=96 & vG8m14~=96 & vG8m15~=96 & vG8m16~=96 & vG8m88~=96 & vG9m01~=96 & vG9m02~=96 & vG9m03~=96 & vG9m04~=96 & vG9m05~=96 & vG9m06~=96 & vG9m07~=96 & vG9m08~=96 & vG9m09~=96 & vG9m10~=96 & vG9m11~=96 & vG9m12~=96 & vG9m13~=96 & vG9m88~=96 & vG10m01~=96 & vG10m02~=96 & vG10m03~=96 & vG10m04~=96 & vG10m05~=96 & vG10m06~=96 & vG10m07~=96 & vG10m08~=96 & vG10m09~=96 & vG10m10~=96 & vG10m11~=96 & vG10m12~=96 & vG10m13~=96 & vG10m14~=96 & vG10m15~=96 & vG10m16~=96 & vG10m17~=96 & vG10m18~=96 & vG10m19~=96 & vG10m88~=96 & vG11m01~=96 & vG11m02~=96 & vG11m03~=96 & vG11m04~=96 & vG11m05~=96 & vG11m88~=96,,vG5,,"G5‧在您有上網看新聞的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【G7或G8或G9或G10或G11答(01)-(88)者,需答此題】",,,
proposal,,B2,skip,vB1 in 0,,vB2,,"B2‧在您有看電視的星期一到星期五,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B1答0者,不需回答此題】",,,
proposal,,B2,skip_inverse,vB1~=0,vB2,,,"B2‧在您有看電視的星期一到星期五,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B1答0者,不需回答此題】",,,
proposal,,B4,skip,vB3 in 0,,vB4,,"B4‧請問星期六和星期日有看電視的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B3答0者,不需回答此題】",,,
proposal,,B4,skip_inverse,vB3~=0,vB4,,,"B4‧請問星期六和星期日有看電視的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B3答0者,不需回答此題】",,,
proposal,,B5,skip,vB1 in 0 & vB3 in 0,,vB5,,"B5 95、97、98】【B1及B3皆答0者,不需答此題】",,,
proposal,,B5,skip_inverse,vB1~=0 | vB3~=0,vB5,,,"B5 95、97、98】【B1及B3皆答0者,不需答此題】",,,
proposal,,B6,skip,vB5 in 0,,vB6,,"B6‧在您有看電視新聞的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B5答0者,不需答此題】",,,
proposal,,B6,skip_inverse,vB5~=0 & vB5~=9996,vB6,,,"B6‧在您有看電視新聞的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【B5答0者,不需答此題】",,,
proposal,,B7a,skip,vB5 in 0,,"vB7am01,vB7am02,vB7am03,vB7am04,vB7am05,vB7am06,vB7am07,vB7am08,vB7am09,vB7am10,vB7am11,vB7am12,vB7am13,vB7am14,vB7am15,vB7am16,vB7am17,vB7am18,vB7am19,vB7am20,vB7am21,vB7am22,vB7am23,vB7am24,vB7am25,vB7am26,vB7am27,vB7am28,vB7am29,vB7am30,vB7am31,vB7am32,vB7am33,vB7am34,vB7am35,vB7am36,vB7am37,vB7am38,vB7am39,vB7am40,vB7am41,vB7am42,vB7am43,vB7am44,vB7am45,vB7am46,vB7am47,vB7am48,vB7am49,vB7am50,vB7am51,vB7am52,vB7am53,vB7am54,vB7am88",,"B7a‧請問您經常看哪幾台電視新聞?(可多選)(卡20)【B5答0者,不需答此題】",,,
proposal,,B7a,skip_inverse,vB5~=0 & vB5~=9996,"vB7am01,vB7am02,vB7am03,vB7am04,vB7am05,vB7am06,vB7am07,vB7am08,vB7am09,vB7am10,vB7am11,vB7am12,vB7am13,vB7am14,vB7am15,vB7am16,vB7am17,vB7am18,vB7am19,vB7am20,vB7am21,vB7am22,vB7am23,vB7am24,vB7am25,vB7am26,vB7am27,vB7am28,vB7am29,vB7am30,vB7am31,vB7am32,vB7am33,vB7am34,vB7am35,vB7am36,vB7am37,vB7am38,vB7am39,vB7am40,vB7am41,vB7am42,vB7am43,vB7am44,vB7am45,vB7am46,vB7am47,vB7am48,vB7am49,vB7am50,vB7am51,vB7am52,vB7am53,vB7am54,vB7am88",,,"B7a‧請問您經常看哪幾台電視新聞?(可多選)(卡20)【B5答0者,不需答此題】",,,
proposal,,B8,skip,vB1 in 0 & vB3 in 0,,"vB8m01,vB8m02,vB8m03,vB8m04,vB8m05,vB8m06,vB8m07,vB8m08,vB8m09,vB8m10,vB8m88",,"B8‧最近一個月您經常看下列哪幾種類型的電視節目?(可多選)(卡21)【B1及B3皆答0者,不需答此題】",,,
proposal,,B8,skip_inverse,vB1~=0 | vB3~=0,"vB8m01,vB8m02,vB8m03,vB8m04,vB8m05,vB8m06,vB8m07,vB8m08,vB8m09,vB8m10,vB8m88",,,"B8‧最近一個月您經常看下列哪幾種類型的電視節目?(可多選)(卡21)【B1及B3皆答0者,不需答此題】",,,
proposal,,I2,skip,vI1 in 0,,vI2,,"I2‧在您有看戲劇節目的星期一到星期五,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【I1答0者,不需回答此題】",,,
proposal,,I2,skip_inverse,vI1~=0,vI2,,,"I2‧在您有看戲劇節目的星期一到星期五,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【I1答0者,不需回答此題】",,,
proposal,,I4,skip,vI3 in 0,,vI4,,"I4‧星期六和星期日有看戲劇節目的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【I3答0者,不需回答此題】",,,
proposal,,I4,skip_inverse,vI3~=0,vI4,,,"I4‧星期六和星期日有看戲劇節目的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【I3答0者,不需回答此題】",,,
proposal,,G1,skip,vA9 in 1,,vG1,,"G1‧請問您每週平均有幾天會看紙本報紙?【數值題,可輸入小數點,範圍為0、0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【A09答(01)者,不需回答此題】",,,
proposal,,G1,skip_inverse,vA9~=1,vG1,,,"G1‧請問您每週平均有幾天會看紙本報紙?【數值題,可輸入小數點,範圍為0、0.5、1、1.5、2、2.5、3、3.5、4、4.5、5、5.5、6、6.5、7、95、97、98】【A09答(01)者,不需回答此題】",,,
proposal,,G2,skip,vA9 in 1 | vG1 in 0,,vG2,,"G2‧在您有看紙本報紙的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【A09答(01)者,或G1答0者,不需回答此題】",,,
proposal,,G2,skip_inverse,vA9~=1 & vG1~=0 & vG1~=9996,vG2,,,"G2‧在您有看紙本報紙的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【A09答(01)者,或G1答0者,不需回答此題】",,,
proposal,,G3,skip,vA9 in 1 | vG1 in 0,,"vG3m01,vG3m02,vG3m03,vG3m04,vG3m05,vG3m06,vG3m07,vG3m08,vG3m09,vG3m10,vG3m11,vG3m12,vG3m13,vG3m14,vG3m15,vG3m16,vG3m18,vG3m19,vG3m20,vG3m21,vG3m22,vG3m23,vG3m24,vG3m25,vG3m26,vG3m27,vG3m28,vG3m29,vG3m30,vG3m31,vG3m32,vG3m33,vG3m88",,"G3‧請問您經常看哪幾份紙本報紙?(可多選) (卡22) 【A09答(01)者,或G1答0者,不需回答此題】",,,
proposal,,G3,skip_inverse,vA9~=1 & vG1~=0 & vG1~=9996,"vG3m01,vG3m02,vG3m03,vG3m04,vG3m05,vG3m06,vG3m07,vG3m08,vG3m09,vG3m10,vG3m11,vG3m12,vG3m13,vG3m14,vG3m15,vG3m16,vG3m18,vG3m19,vG3m20,vG3m21,vG3m22,vG3m23,vG3m24,vG3m25,vG3m26,vG3m27,vG3m28,vG3m29,vG3m30,vG3m31,vG3m32,vG3m33,vG3m88",,,"G3‧請問您經常看哪幾份紙本報紙?(可多選) (卡22) 【A09答(01)者,或G1答0者,不需回答此題】",,,
proposal,,F0,skip,vA9 in 1,,vF0,,"F0‧請問您每個月是否會看紙本雜誌或網路雜誌?【A09答(01)者,不需回答此題】",,,
proposal,,F0,skip_inverse,vA9~=1,vF0,,,"F0‧請問您每個月是否會看紙本雜誌或網路雜誌?【A09答(01)者,不需回答此題】",,,
proposal,,F1,need,vF0 in 1 | vF0 in 89,vF1,,,"F1‧請問您每個月平均有幾天會看紙本雜誌(網路雜誌不算)?【數值題,可輸入小數點,範圍為0.5、1、1.5、...、30、30.5、31、95、97、98】【F0答(01)或(89)者,需答此題】",,,
proposal,,F1,need_inverse,vF0~=1 & vF0~=89 & vF0~=96,,vF1,,"F1‧請問您每個月平均有幾天會看紙本雜誌(網路雜誌不算)?【數值題,可輸入小數點,範圍為0.5、1、1.5、...、30、30.5、31、95、97、98】【F0答(01)或(89)者,需答此題】",,,
proposal,,F2,need,vF0 in 1 | vF0 in 89,vF2,,,"F2‧在您有看紙本雜誌(網路雜誌不算)的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【F0答(01)或(89)者,需答此題】",,,
proposal,,F2,need_inverse,vF0~=1 & vF0~=89 & vF0~=96,,vF2,,"F2‧在您有看紙本雜誌(網路雜誌不算)的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【F0答(01)或(89)者,需答此題】",,,
proposal,,F3,need,vF0 in 2 | vF0 in 89,vF3,,,"F3‧請問您每個月平均有幾天會在網路上看雜誌?【數值題,可輸入小數點,範圍為0.5、1、1.5、...、30、30.5、31、95、97、98】【F0答(02)或(89)者,需答此題】",,,
proposal,,F3,need_inverse,vF0~=2 & vF0~=89 & vF0~=96,,vF3,,"F3‧請問您每個月平均有幾天會在網路上看雜誌?【數值題,可輸入小數點,範圍為0.5、1、1.5、...、30、30.5、31、95、97、98】【F0答(02)或(89)者,需答此題】",,,
proposal,,F4,need,vF0 in 2 | vF0 in 89,vF4,,,"F4‧在您有看網路雜誌的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【F0答(02)或(89)者,需答此題】",,,
proposal,,F4,need_inverse,vF0~=2 & vF0~=89 & vF0~=96,,vF4,,"F4‧在您有看網路雜誌的那一天,您一整天大概會看多久?【數值題,範圍:0001-2359、9797、9898】【F0答(02)或(89)者,需答此題】",,,
proposal,,F5,skip,vF0 in 90 | vF0 in 97 | vF0 in 98,,"vF5m01,vF5m02,vF5m03,vF5m04,vF5m05,vF5m06,vF5m07,vF5m08,vF5m88",,"F5‧您看雜誌(包含紙本和網路雜誌)時,經常看下列哪幾種內容?(可多選) (卡23) 【F0答(90)、(97)、(98)者,不需回答此題】",,,
proposal,,F5,skip_inverse,vF0~=90 & vF0~=97 & vF0~=98 & vF0~=96,"vF5m01,vF5m02,vF5m03,vF5m04,vF5m05,vF5m06,vF5m07,vF5m08,vF5m88",,,"F5‧您看雜誌(包含紙本和網路雜誌)時,經常看下列哪幾種內容?(可多選) (卡23) 【F0答(90)、(97)、(98)者,不需回答此題】",,,
proposal,,C2,skip,vC1 in 0,,vC2,,"C2‧在您有聽廣播的那一天,您一整天大概會聽多久?【數值題,範圍:0001-2359、9797、9898】【C1答0者,不需回答此題】",,,
proposal,,C2,skip_inverse,vC1~=0,vC2,,,"C2‧在您有聽廣播的那一天,您一整天大概會聽多久?【數值題,範圍:0001-2359、9797、9898】【C1答0者,不需回答此題】",,,
proposal,,C3,skip,vC1 in 0,,"vC3m01,vC3m02,vC3m03,vC3m04,vC3m05,vC3m06,vC3m07,vC3m08,vC3m09,vC3m10,vC3m11,vC3m88",,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】",,,
proposal,,C3,skip_inverse,vC1~=0,"vC3m01,vC3m02,vC3m03,vC3m04,vC3m05,vC3m06,vC3m07,vC3m08,vC3m09,vC3m10,vC3m11,vC3m88",,,"C3‧您聽廣播時經常聽或經常聽到以下哪幾種類型的節目?(可多選) (卡24)【C1答0者,不需回答此題】",,,
